ds,max_temp_c,rainfall_mm,is_holiday,google_dengue_searches,er_trauma_admissions,elective_surgeries_scheduled_14d_adv,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2018-01-19,19.232494424840482,0.9644504606746531,0,5.44769158526579,1.7052206759510458,43.80703091137346,134,104,92,37,12,10,20,4
2018-01-20,18.700920396341303,1.0406472523827714,0,16.641241935083016,3.5658438150014153,45.25242060229136,71,49,49,18,6,5,10,2
2018-01-21,21.554508128987006,1.9504890705679172,0,1.6744826621781983,2.621038594738494,45.278851808054156,72,56,49,20,7,6,11,2
2018-01-22,19.84165520683932,1.9315408877685742,0,15.46277345770555,1.113790567735533,38.933262882633414,131,100,89,37,12,10,20,4
2018-01-23,20.116475093680947,0.43053809157166856,0,1.9987381313723906,4.231141615577055,43.36650388834955,132,99,90,36,12,10,20,4
2018-01-24,18.608662796244843,1.6222091326106363,0,17.62378473788618,4.091190140959649,41.81069598087461,170,131,117,48,16,13,26,5
2018-01-25,19.476445666820897,0.3944853323340336,0,6.084090362700074,1.9803592695834504,44.45941090176488,133,104,92,39,13,10,21,4
2018-01-26,20.12212543385953,0.4270749557679028,1,13.087867296611496,2.943037928469277,43.49210888788555,46,33,30,12,4,3,7,1
2018-01-27,18.853543615704126,1.3521860683291536,0,9.750045572405597,1.2891284796796987,45.66611722989329,70,55,50,19,7,5,11,2
2018-01-28,20.376531431798295,0.8100021971750968,0,7.326062905246779,3.449258143731507,44.59719652822582,67,48,48,19,6,5,10,2
2018-01-29,19.39945391271929,1.8630888142130404,0,12.908836663669929,1.545134063102157,40.99533461132211,135,102,93,37,12,10,21,4
2018-01-30,19.710621230407817,0.17801946979201766,0,18.95045961102476,4.220393671911174,43.003583756000694,130,100,89,37,12,10,20,4
2018-01-31,19.40579327537377,1.023051281618986,0,0.8253949474924371,1.0869255213863716,45.09827966817435,134,102,96,37,12,10,21,4
2018-02-01,21.867923972953296,1.8370430608862425,0,18.377057117662087,0.0740171140923207,45.414376932117676,128,95,89,35,12,10,20,4
2018-02-02,20.013253044180512,1.8082273209590103,0,12.181633100420271,1.3425402098395922,42.568698099974995,129,102,91,36,12,10,20,4
2018-02-03,18.98309910957231,0.31305842683148244,0,16.146286015381047,0.9552624322974335,42.45143372458395,68,50,45,19,6,5,11,2
2018-02-04,20.88036584316367,0.7332754001929129,0,7.6774990686855515,2.541432198624621,45.77950823805754,70,51,48,18,7,5,10,2
2018-02-05,18.856934255849655,1.2382428000933925,0,9.436859496752275,1.0185164582828814,43.000668122436956,126,99,88,36,12,10,20,4
2018-02-06,20.309538644131223,0.31878976954280436,0,17.37701503602328,3.815949353597474,42.61000801660606,133,102,91,36,12,10,20,4
2018-02-07,18.16683545218036,1.9360443440914774,0,8.296959396196462,1.2068531900200197,45.19448767588858,133,105,91,38,12,10,20,4
2018-02-08,18.827075783580646,1.8294986574553207,0,10.6931913349817,3.5348408995632785,45.24357530173137,136,103,91,36,12,10,21,4
2018-02-09,20.38379653315303,0.33390035806893836,0,0.4038984616866581,2.89235461506862,44.59752205422317,139,106,95,38,13,10,21,4
2018-02-10,20.95998316493884,0.24231092252197084,0,3.1719601167608458,4.931249282359421,45.07882169689989,70,54,50,19,6,6,10,2
2018-02-11,20.430363729465768,0.1708169656165306,0,12.833730159495996,4.999504885046158,46.64401762886757,113,85,76,29,10,8,16,3
2018-02-12,20.18371249909669,1.8188873280732623,0,14.339538021277543,4.34763041658665,45.30411038096981,138,106,95,36,13,11,22,4
2018-02-13,20.041496927862163,0.3872476195909216,1,11.652018735689989,3.7999168464937556,47.011921715566345,49,37,33,13,5,4,7,1
2018-02-14,18.910180170909566,0.8325698570887095,0,2.8662007255122135,1.9322820700028687,46.233646198281804,141,109,96,39,13,11,21,4
2018-02-15,19.717807525686236,0.897702731304006,0,8.908108571556696,3.766383635656518,47.45186653359106,139,107,95,38,13,10,21,4
2018-02-16,20.028796066088677,1.198022088427135,0,7.101895327263796,4.783377685397453,48.99285151383241,134,107,95,37,12,10,21,4
2018-02-17,21.60115835194749,0.14347068749484992,0,9.913226880701767,0.1168878769772208,49.032665920421046,74,56,51,21,7,6,12,2
2018-02-18,20.945057710149506,0.4535172348010319,0,17.406580691081885,2.689573500988694,50.04614181909772,66,52,47,17,6,5,11,2
2018-02-19,18.898587556408014,1.862980773837852,0,15.517228773173038,1.089991521942173,49.25935187857995,134,104,93,38,12,10,21,4
2018-02-20,21.04866713360283,1.816820214537139,0,1.679790027783179,2.7893815793442522,48.17126333192299,132,103,89,36,12,10,20,4
2018-02-21,20.405204842417337,1.5625812948113844,0,17.806183955491285,2.3322354487944557,46.936095235427466,140,107,96,38,12,10,21,4
2018-02-22,20.181798117840707,0.03880249123643087,0,9.435343022996472,2.878842907761422,47.133934721935326,137,106,95,38,13,11,21,4
2018-02-23,21.54153816081451,0.6540135369922042,0,14.877242897719968,2.754811107093621,46.258056268875144,137,106,95,38,12,10,21,4
2018-02-24,22.034690825973517,1.2559174706858156,0,2.8007846252870428,4.80053519584281,48.124449172176725,69,54,50,19,7,5,11,2
2018-02-25,22.011466654520714,0.5503804235469514,0,13.414390514140962,2.7609305446736805,49.60954049044801,70,57,52,21,7,5,11,2
2018-02-26,20.320107377343724,1.8191733901075546,0,4.726520352189159,4.231160440624336,46.86037105789204,140,106,94,38,13,11,21,4
2018-02-27,20.931870572706355,1.2677789236648838,0,8.767617942818632,1.5991014340042327,48.33174833901724,143,110,101,39,13,11,22,4
2018-02-28,21.656699884107596,0.1438134346328912,0,0.3372574016420882,2.1905034439552447,47.14344645783174,138,108,92,38,12,11,22,4
2018-03-01,22.38790554436433,1.818011177671406,0,3.0322127586095204,2.3520673802240495,49.00634824313326,139,109,100,40,13,11,22,4
2018-03-02,21.022654846879433,1.915533316352445,0,1.8416098624723953,1.3936402166768986,47.575796779396065,143,109,99,39,13,11,22,4
2018-03-03,21.4081569669914,0.15542483678345098,0,4.7948834587651685,1.8989513073897761,47.27989590885433,70,52,47,19,7,5,10,2
2018-03-04,20.581958762335894,1.0647204697226298,0,2.0003618004864454,2.992565397333876,47.480741709569585,69,54,48,19,6,5,11,2
2018-03-05,20.589027842895188,0.6067285644283409,0,13.838200532391237,2.900938816522662,49.92647101228662,145,110,101,40,13,11,23,4
2018-03-06,22.69713523232059,0.7856781529628047,0,0.5807980441843874,3.1821767228674025,48.80280988586173,143,108,99,40,13,11,21,4
2018-03-07,23.34262914682406,0.3593024359106838,0,12.354810012499959,1.7590895771007053,48.213294668026286,139,107,98,39,13,11,22,4
2018-03-08,22.018533310851893,1.156144204024825,0,2.814156616511485,1.5791574757652853,49.66408888694776,140,104,98,38,13,11,22,4
2018-03-09,23.200574387184272,1.9159587064977812,0,18.903229143557937,3.0580894137708152,48.380680442231046,135,104,96,38,13,11,21,4
2018-03-10,22.667487756208256,1.006145200543218,0,18.661881462197087,0.6643087421376248,51.528452623163375,69,53,48,20,6,5,11,2
2018-03-11,21.771822160609254,0.16582916278896231,0,4.510062050419252,1.2651577176606998,47.390639980842735,65,53,47,19,6,5,11,2
2018-03-12,22.89167472854286,1.2400026669548168,0,12.28842596446059,0.21063868476497605,49.024617553784395,138,106,96,37,13,11,21,4
2018-03-13,24.183866336826114,0.6804459889025141,0,0.5601063894491687,0.36305426298040067,46.64643343093742,138,106,95,38,13,10,22,4
2018-03-14,22.727733577930923,1.7118503791825956,0,18.63577086102348,1.2169163963030445,48.81681637917135,137,103,96,38,13,10,21,4
2018-03-15,24.44807743299626,0.8693562966329405,0,10.459746163834193,0.09764640148459514,46.203077270505794,139,108,97,40,13,11,22,4
2018-03-16,20.385671625393783,0.3856792178844912,0,0.8644630283555799,1.2270529604373075,51.10393088384126,139,103,95,38,13,10,21,4
2018-03-17,23.951374832138555,0.3822112453822899,0,6.849999860162748,3.27488161531013,51.1904069105597,69,51,46,18,6,5,10,2
2018-03-18,23.342610879908715,1.5375283614423207,0,1.536989237224684,0.3055353923446652,51.268979565964024,71,58,46,21,7,6,12,2
2018-03-19,23.08464646711135,0.5311751966147198,0,7.8588887874671975,2.183683388973205,49.79874951207314,140,109,97,39,13,11,21,4
2018-03-20,23.605465166185688,1.534466788318446,0,13.398526843226461,4.5655439345977475,48.01874260563638,141,109,100,39,13,11,22,4
2018-03-21,21.658108076497335,0.41177462153319877,0,9.397798160828792,3.9564241446270048,48.21238343864419,145,113,101,40,14,11,23,4
2018-03-22,23.55986062775381,0.6433727374026188,0,7.67444349438909,1.527187511474286,52.90508227796197,144,112,100,40,13,11,23,4
2018-03-23,24.272343870360483,0.9309739448793988,0,2.383140910809296,4.624027395958235,52.744848631539455,139,107,99,41,13,11,22,4
2018-03-24,25.53062717513388,1.8863916993869014,0,4.898780913873127,1.6482324837386242,50.144435264775076,75,59,51,21,7,6,11,2
2018-03-25,23.673727047188343,1.8634628495076493,0,2.0028657547670226,0.36257748168781245,48.89095402601866,69,51,46,19,7,5,10,2
2018-03-26,23.524488834195637,0.4137437508445756,0,16.149974633133215,4.970279783840567,52.67942591433655,143,107,100,40,13,11,21,4
2018-03-27,23.973889824739267,0.7164380824861456,0,2.704796559694451,4.350112635945859,48.570183638702176,179,138,123,50,16,14,27,6
2018-03-28,25.535350402319075,0.29879877690754464,0,11.90746733097787,2.329663916505462,50.43094814727337,181,138,127,51,17,14,28,6
2018-03-29,25.094595036004183,1.0199701586269942,1,6.854808271776918,3.3318826209620194,52.688268822352555,44,35,30,12,4,3,7,1
2018-03-30,24.383530357711916,0.9211651013893332,1,4.51956769310367,3.356140389283351,48.31982311306758,46,35,32,13,4,4,7,1
2018-03-31,25.575511931513585,1.8015203249014649,0,12.789368789842076,0.9724111536523017,51.656132191073134,70,56,48,20,6,6,11,2
2018-04-01,25.309739148190154,1.8600107555821452,0,9.140046187538813,1.0002431657681616,51.04102898904964,68,53,45,18,6,5,10,2
2018-04-02,26.333142281504383,0.7671347820145842,0,8.002909345691183,2.347903516759129,49.920133502084255,142,109,99,39,13,11,22,4
2018-04-03,24.81565348871854,0.9834758860379789,0,11.85704009784443,4.55786570068849,48.008595608607344,141,112,99,39,13,11,22,4
2018-04-04,25.34458192789792,1.7924724982922662,0,9.825352569800014,0.049968874292853904,48.53991763564378,148,111,103,41,13,11,22,5
2018-04-05,25.435955820744674,1.613415615490123,0,6.0696841710312155,3.9125281797467966,50.55807375435524,149,114,100,40,13,11,22,4
2018-04-06,24.52160515980815,0.0073126226892985535,0,11.181225755305032,0.2876339185732707,47.11991542777893,154,118,108,42,14,12,23,5
2018-04-07,26.439486214628506,0.640119128367165,0,13.389971531013892,2.391110574415589,50.212540829043476,67,53,46,17,6,5,11,2
2018-04-08,26.56380984327316,0.8435484838722518,0,0.5338631717370856,3.1893641653673823,51.01467046079747,71,54,49,20,6,5,11,2
2018-04-09,26.468352234878747,0.45943256736646343,0,9.317434578153508,3.433796335412324,51.881580985552745,154,114,102,41,14,12,24,5
2018-04-10,26.39018387068372,0.3991432317918775,0,1.1536656916708754,0.2923963180795569,47.09006175340296,146,114,99,40,13,11,22,4
2018-04-11,25.371932641025943,0.07556901319135934,0,3.7281082813622213,2.093018086919841,52.49197609396085,141,109,99,39,13,11,22,4
2018-04-12,26.53014243067175,1.286739450139521,0,11.210174681559462,2.919186302511623,53.21999250815969,149,113,103,41,14,11,23,5
2018-04-13,26.77246115466714,0.5250205809663313,0,17.323778305311613,0.33022768653003465,50.61644005188209,145,110,99,40,13,11,22,4
2018-04-14,26.478141155437324,0.10469435686262618,0,17.656113583769695,0.6754727829765489,47.68400834347436,64,49,45,18,6,5,10,2
2018-04-15,27.28518133717212,0.4619586210561273,0,1.3988802027726255,3.3182449475201925,49.06496338957013,66,52,46,18,6,5,10,2
2018-04-16,28.01732319675504,1.603827905672253,0,8.382101725734133,2.6081909829532584,49.58418334000363,149,112,102,41,13,11,23,4
2018-04-17,29.666970771168877,1.7029783632930933,0,11.660129660091025,0.8091433063414527,50.175632503102605,139,109,97,39,13,11,22,4
2018-04-18,28.123532814145648,0.9661324903866053,0,2.941398091006868,2.676196684573667,49.63114127516017,137,109,98,39,13,11,22,4
2018-04-19,28.37528329229032,0.8321413408173723,0,15.308644334895433,4.563461867222079,50.0991402520937,146,113,99,40,14,11,23,4
2018-04-20,28.21262264241906,1.9557073870035635,0,14.884705168744777,0.07793792387681964,49.30212228544347,145,111,100,40,13,11,22,4
2018-04-21,26.538140578058147,0.4011293191761398,0,18.066820274135893,3.213168867429273,49.95782562292869,63,51,48,17,6,5,10,2
2018-04-22,28.600698403418132,0.43071856570921696,0,0.16972024166886035,0.36825217302670965,48.44776662063169,71,55,50,20,7,6,11,2
2018-04-23,28.858149760947498,0.5837343540727995,0,4.333684879780053,0.03224721482350423,48.63086587641485,146,110,101,39,13,11,22,4
2018-04-24,31.43222513801094,0.3455146365621746,0,16.543734284906435,0.753272443303169,48.0908568809776,136,105,93,38,12,10,21,4
2018-04-25,28.94799104784441,104.76035968470521,0,13.411601016538707,2.1145331592695964,53.010355329602085,148,113,103,40,14,11,23,4
2018-04-26,29.613523074310415,1.8216684539795076,0,17.887797073969814,4.011719994909765,52.03384787329081,148,115,105,41,14,11,23,5
2018-04-27,29.449091558062218,1.2306956812571486,0,1.1435930906053304,1.4089274830227931,50.14414640327408,147,115,102,42,13,12,22,5
2018-04-28,28.48710584615301,0.8238930972245273,0,11.939279314328857,3.128366061943793,51.609010901884574,105,78,71,29,9,8,16,3
2018-04-29,30.970689252956674,1.8688215891424296,0,11.380931497873483,2.055783189776533,50.477495904250695,72,54,51,20,6,5,11,2
2018-04-30,30.751933032686775,0.09692846495164464,1,0.7134883272106474,1.1716589598300398,49.162664358763465,42,33,33,13,4,3,6,1
2018-05-01,30.963165508601392,0.42055235580372274,0,10.27044153824967,2.5712355714142934,45.70592050505385,141,109,97,39,13,11,22,4
2018-05-02,29.434828661432718,1.131777210203518,0,99.47881167146514,3.987322451863116,48.10709344024883,148,113,99,39,13,11,23,4
2018-05-03,31.918990983168637,1.2311052463863583,0,3.8258634840421446,4.162461850280721,47.87314591346156,146,115,102,42,14,12,23,4
2018-05-04,29.286173205230916,0.07911501312522629,0,5.466591662493259,4.232597659386183,46.18634022734632,149,112,99,40,13,11,23,4
2018-05-05,31.446505081174735,0.8060775158142643,0,12.80694692595474,1.6927890627748972,45.386930244973136,72,57,51,21,7,6,11,2
2018-05-06,33.22147260028433,1.2983079296617455,0,9.366018951999166,3.9672803235787653,49.248980680373144,69,52,49,19,6,5,10,2
2018-05-07,30.21154412386284,1.3961410928068032,0,17.160273151366535,1.0608922755445394,48.814389159200786,146,111,99,40,13,11,22,4
2018-05-08,30.806489991529876,1.2762798050325386,0,6.847635320183767,3.6921255062144165,45.730005503074224,136,105,97,39,13,11,22,4
2018-05-09,31.642739571730452,0.6411264487218491,0,5.333193167764023,4.741922131363083,46.47007162495378,194,153,135,54,18,15,30,6
2018-05-10,31.209455787698577,0.18704024719581902,0,19.697318806896856,0.06871917345478595,50.17894309709547,152,115,108,42,14,11,24,5
2018-05-11,30.33160366736631,0.8542248928386682,0,18.22271540260167,2.20181965589399,45.993447386637285,140,108,97,38,13,11,22,4
2018-05-12,32.11960797349222,0.25750887473611095,0,0.5798548999795972,3.238854942070023,47.98048393577304,72,52,50,18,6,5,11,2
2018-05-13,31.15691141631555,1.8952473170413342,0,15.414572306131317,3.508878852437765,47.147111676184124,68,56,49,20,7,6,11,2
2018-05-14,32.86032009069468,0.9503417320452565,0,2.206695476504059,0.880438791346011,48.424947050610086,147,112,102,40,13,11,23,4
2018-05-15,31.63410871692807,0.6345183487137351,0,0.549703896587419,4.860916376192964,45.583360235552014,133,104,94,38,13,11,21,4
2018-05-16,34.26951598035859,1.5326081422378002,0,5.473910319326977,3.0763268398548647,47.356936091839835,146,113,101,41,14,11,23,4
2018-05-17,32.101571036469856,0.9958971851645277,0,5.386917581222086,0.8217030061413388,47.39328125576353,141,111,98,39,13,11,23,4
2018-05-18,32.72715073035721,0.6200680480249001,0,16.386375246939295,0.10261255856257645,47.39317388132822,140,105,95,37,13,10,21,4
2018-05-19,34.026213834293316,1.6239354847816034,0,14.213344918856702,3.9163209939488794,46.965881810695386,63,51,45,20,6,5,10,2
2018-05-20,32.14436467950718,1.734304302002244,0,19.632188546640286,0.3985236972272954,47.369857283323554,73,55,49,20,7,5,11,2
2018-05-21,33.764221156367846,1.346016332577354,0,14.230258006236369,0.7052546053511827,50.93510423619248,136,105,99,40,13,11,22,4
2018-05-22,35.004388183189164,0.09392884481533459,0,8.365111065120958,2.874150134278453,51.54314268590785,139,103,95,38,12,10,20,4
2018-05-23,32.24915082787484,1.1326457603330642,0,13.978553218904338,3.017527517248099,45.0091958643849,141,109,98,39,13,11,22,4
2018-05-24,34.19951375059203,1.5265898239945632,0,19.989181343728042,3.4344355929619925,41.51636003892828,147,112,101,41,13,11,22,5
2018-05-25,34.431818820371596,0.27300602416716435,0,14.202837651250562,1.9675700633181037,47.20723123369317,144,107,97,39,13,11,21,4
2018-05-26,35.10957879728162,0.4573415027692067,0,15.233627119606366,3.8694933448341144,46.250357442727264,70,51,48,20,7,5,10,2
2018-05-27,33.245342706526024,1.7649902101362729,0,18.767300303805186,4.871792998079443,47.8598063974104,73,53,51,21,6,6,11,2
2018-05-28,33.31504609594423,0.040243443706148074,0,2.273025226233667,1.355474715399415,46.1656644235324,147,112,103,40,14,11,22,5
2018-05-29,35.30927996677478,1.505454275651952,0,14.095685868954536,3.5151430826897294,45.569612264457945,138,106,95,38,13,10,21,4
2018-05-30,35.23474017483296,0.9475465850288458,0,17.01611915934898,4.6423432619757845,47.56511367337378,142,109,98,40,13,11,22,4
2018-05-31,35.33720228886692,0.8935443176792137,0,19.08757200441786,3.4314338130852136,47.698185086986214,145,112,102,40,14,11,22,4
2018-06-01,35.58060428315248,8.38648841986727,0,4.219385794233988,3.4055474932212975,42.239298016895766,145,109,99,40,13,11,22,4
2018-06-02,34.70002699380451,10.786880344132452,0,10.078580154484884,1.118862845426033,43.22951469680773,72,56,48,21,7,6,12,2
2018-06-03,35.7566068288372,26.71023809867335,0,13.611096952889636,2.6756510015984647,44.50040915816128,68,52,44,18,7,5,11,2
2018-06-04,35.960090036209856,28.16159494890462,0,4.949354590026749,2.812614218022901,44.75594218293376,144,111,102,40,13,11,22,5
2018-06-05,35.09365131651164,15.490684570170258,0,12.00945726500548,3.500647812279764,43.95322143680045,151,114,101,42,14,11,22,5
2018-06-06,37.81304138075239,6.265561806726853,0,5.151575649959987,4.984107249480913,45.118417755419316,138,110,97,38,13,11,22,4
2018-06-07,36.55860162206305,5.9847958423204854,0,6.669140410632945,0.1682191127188104,46.08576916679041,139,108,94,37,12,10,21,4
2018-06-08,35.029163987206026,19.34874665172526,0,8.830373930217302,30.06286554996043,47.38132218800612,137,106,95,38,13,10,21,4
2018-06-09,37.0108766175356,14.822377722329476,0,10.58380197493134,0.3897503471545938,44.93490569958544,117,92,83,34,11,9,19,4
2018-06-10,35.511613940122494,5.716310689441363,0,90.94474855758567,3.714895672444784,41.912469950391454,69,52,48,18,6,5,11,2
2018-06-11,37.40343078616523,19.58130980781392,0,84.62351766274789,0.6817689755537876,43.1613706763117,142,110,99,40,13,11,22,4
2018-06-12,37.903031767336856,5.282563414725562,0,5.971775125765852,3.1122593724517262,43.143380339726185,138,104,96,38,12,10,21,4
2018-06-13,36.04984535388496,24.684298953731822,0,3.179301880452612,1.623344389467292,44.16035088932059,142,111,99,40,13,11,22,4
2018-06-14,37.957959399760796,12.660820567584288,0,0.9469995465367886,2.286599781053555,43.74346425960279,177,135,123,50,16,14,27,5
2018-06-15,37.529347149754244,6.006450075230802,0,3.919574449833354,1.0783157990870695,46.90310005421517,130,102,92,38,12,10,20,4
2018-06-16,38.05850054295362,19.708805524578835,1,11.63887283011566,23.041538140532587,41.713628656770254,42,31,32,11,4,3,7,1
2018-06-17,39.250963212293804,14.942110360826367,0,15.722308956062648,2.9307516208151316,43.23972287234296,150,117,105,42,14,12,23,5
2018-06-18,37.22433276096268,29.345010333928737,0,3.3849519488578905,4.722816317911263,47.0124794977943,183,142,125,50,17,14,28,6
2018-06-19,36.829321920428136,18.604966562592555,0,2.1711071554529693,2.872981248521648,40.96479536059076,141,108,94,39,13,11,22,4
2018-06-20,36.80463383921386,11.880979525925207,0,80.78487152081092,0.6195401529847333,42.25702629027648,138,107,98,38,13,11,21,4
2018-06-21,36.98714822574232,22.73597161584937,0,6.103166610745793,0.8543521691923772,39.907904855007594,138,104,95,37,13,10,21,4
2018-06-22,37.83235485815367,11.787300063567784,0,19.02998878454705,4.945369881839236,41.79224392864003,137,105,97,39,13,11,21,4
2018-06-23,38.35476285656341,27.606082285189128,0,14.28635941220746,33.72916968369252,39.89755767292347,77,57,54,20,7,6,11,2
2018-06-24,38.39208138940363,14.36804926268441,0,6.535120944860617,0.2463937501454483,43.381083581508506,129,96,85,35,12,10,19,4
2018-06-25,39.04194878206017,18.74671406940513,0,92.11058549782544,3.518905025173324,41.41122778927974,133,99,90,36,12,10,20,4
2018-06-26,38.32470815553599,6.264327595605721,0,10.473967725426181,2.060865234048058,39.0745729782074,136,107,95,38,13,11,21,4
2018-06-27,39.8597181335021,15.65303094880577,0,1.5828933655641886,1.5360419341159526,42.455000187917975,177,139,126,50,17,14,28,6
2018-06-28,38.233514082037324,25.809088491524875,0,85.55844021538718,0.7703039686526714,40.961464851401104,135,102,92,36,12,10,21,4
2018-06-29,41.30780874934765,25.141220134083547,0,3.51715762632385,21.61368054070794,42.335859884492216,137,108,94,38,12,11,22,4
2018-06-30,39.30023089506098,10.607963971338156,0,90.99976831731905,0.31920689494550347,37.962859146375834,103,82,71,30,10,8,16,3
2018-07-01,37.90175949502615,10.651976775264067,0,10.27714718538245,1.4491773118982016,40.82371879338421,65,51,48,18,6,5,10,2
2018-07-02,37.769782601372526,25.43263280533092,0,0.21134245548885877,1.5319144691285218,41.46061342040254,187,142,126,52,17,14,28,6
2018-07-03,39.40228587983867,28.25996050423314,0,13.47033054944218,0.8045264198175017,38.8950606172572,128,100,89,35,12,10,20,4
2018-07-04,38.77284591119658,7.384023031825089,0,8.473803573209942,2.5409244164343514,37.05177221601839,132,100,91,35,12,10,20,4
2018-07-05,39.78413862211845,16.25146598565563,0,92.28087213945128,0.05851313405446312,39.31465223560129,176,136,121,48,16,13,27,5
2018-07-06,39.61451750642688,13.436356974105724,0,90.20525292441299,1.5048775770520457,41.68236579522722,128,99,87,36,12,10,20,4
2018-07-07,39.13688396450947,26.767211386435985,0,11.035644567882073,33.70883298599456,41.30649316309612,115,88,77,31,11,9,18,4
2018-07-08,38.42862311772356,7.088122867000469,0,19.58306479502977,1.5526478467100286,38.0265530592719,130,99,88,35,12,10,20,4
2018-07-09,37.823525063543386,10.278148563950936,0,84.66790903456814,1.8022969355337581,36.14634735272131,130,102,91,36,12,10,20,4
2018-07-10,38.952045627351936,23.811708439662358,0,98.82518128355295,2.365825241170358,37.67964859010211,127,98,88,35,12,10,20,4
2018-07-11,40.3123626685949,6.282346224530389,0,4.859951857216595,2.8084668742573737,37.43497456915101,135,104,93,38,12,11,20,4
2018-07-12,39.72465890708174,17.31338451785723,0,4.970986215023592,4.04354322410372,39.095227709353935,179,135,121,50,16,14,27,6
2018-07-13,38.31660948720707,16.052675866993,0,7.574127151307546,28.409643877189794,37.823268096256,182,141,124,50,17,14,28,5
2018-07-14,39.78447876457419,13.360029474718717,0,96.11369577753784,4.358731885962786,36.35826242212776,117,90,84,32,11,9,18,4
2018-07-15,40.042716756277386,14.864307882973094,0,18.25717379928775,3.787746785719447,39.90546943221521,70,57,53,21,7,6,11,2
2018-07-16,38.81678178231394,18.248514673255823,0,4.044301749179466,3.613251673307776,37.81062993008031,179,138,126,50,17,14,28,6
2018-07-17,39.89472965766973,9.034183959709578,0,93.5901604547311,0.4340228685731762,38.234176378181814,174,138,121,48,16,14,27,5
2018-07-18,39.83669213350257,19.29989695708982,0,12.737979443309605,0.10820344987292341,33.747722379745305,124,93,84,33,11,10,19,4
2018-07-19,38.67009440488547,25.13580823249966,0,10.4365494872769,2.97006350454042,32.184342065870524,125,98,87,35,12,10,19,4
2018-07-20,40.202525527869206,24.004023244753977,0,8.681527883938392,34.852977356935355,33.993838027752915,133,101,95,37,12,10,21,4
2018-07-21,40.4342789503081,8.847497617344342,0,3.8395101171847568,2.92220732070318,35.744828326541146,174,134,121,48,16,13,26,5
2018-07-22,40.98237619404881,8.731236743536847,0,9.76438718398477,1.066174327227654,37.69658890852028,70,56,50,20,7,5,11,2
2018-07-23,40.97602414621422,11.704359193622834,0,8.024296554226577,0.4525994897460661,31.69836895188773,125,94,84,35,11,9,19,4
2018-07-24,38.564509700982434,14.02686815852593,0,15.911267250045393,3.497982264088675,39.408624476704325,171,129,118,47,16,13,26,5
2018-07-25,39.02136492155667,15.211389535212065,0,15.272087183259904,3.6088513865890475,36.40522928697558,132,99,89,36,11,10,20,4
2018-07-26,40.48828499829021,21.99243042083363,0,87.03653794173623,0.8626585034355433,38.62703039774361,133,101,91,37,12,10,20,4
