ds,max_temp_c,rainfall_mm,is_holiday,google_dengue_searches,er_trauma_admissions,elective_surgeries_scheduled_14d_adv,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2018-02-28,21.491068168405814,0.0719067173164456,0,8.408059252299003,5,71.53551518782363,224,167,153,55,28,22,33,11
2018-03-01,21.90013298080315,0.909005588835703,0,10.383779090043294,5,71.51299949001846,225,168,155,56,28,23,34,11
2018-03-02,21.262241965802076,0.9577666581762225,0,9.678880780996405,5,72.61694218756452,227,170,156,57,28,23,34,11
2018-03-03,21.500986455323307,0.07771241839172549,0,8.889427794797928,5,71.23645143185348,104,77,71,26,13,10,15,5
2018-03-04,21.13512624933891,0.5323602348613149,0,10.85592525310527,5,71.52650129894057,104,80,72,26,13,11,16,5
2018-03-05,21.18713115493552,0.30336428221417044,0,13.446149435292499,5,72.28763283839449,229,173,157,58,29,23,34,11
2018-03-06,22.29087232112349,0.39283907648140237,0,13.278513033483504,5,71.85062523621238,232,174,159,58,29,23,34,11
2018-03-07,22.664509132538647,0.1796512179553419,0,6.154456455875327,5,73.1833576111205,230,171,158,57,29,23,34,11
2018-03-08,22.05453837164206,0.5780721020124125,0,11.154144367670279,5,72.14000740026721,228,170,157,57,28,22,34,11
2018-03-09,22.698807938238257,0.9579793532488906,0,9.643953419872323,5,73.25058640066099,230,173,159,57,29,23,34,11
2018-03-10,22.48666974368444,0.503072600271609,0,10.310310685730713,5,73.08836932069315,105,79,72,26,13,11,16,5
2018-03-11,22.094382037911814,0.08291458139448116,0,9.203433932914903,5,73.56085668534985,105,78,72,26,13,11,16,5
2018-03-12,22.710976925788653,0.6200013334774084,0,10.235177259774405,5,73.03666005348435,231,173,158,58,29,23,35,12
2018-03-13,23.41484805359313,0.34022299445125703,0,10.302814792144037,5,73.30082139115173,233,175,161,58,29,23,35,12
2018-03-14,22.7456465974859,0.8559251895912978,0,8.842096485302154,5,73.87242217537589,234,175,161,58,29,23,35,12
2018-03-15,23.66575560508926,0.4346781483164702,0,8.207264904349639,5,74.10794517095896,233,176,161,58,29,23,35,12
2018-03-16,21.695544177438656,0.1928396089422456,0,9.102608634761031,5,74.02404268141638,236,176,163,59,29,24,35,12
2018-03-17,23.540423579950943,0.19110562269114495,0,10.468518528913531,5,75.84886079788446,105,79,72,26,13,11,16,5
2018-03-18,23.29908734578963,0.7687641807211604,0,11.197992683368529,5,73.26086112754639,105,78,72,27,13,10,16,5
2018-03-19,23.234150142344284,0.2655875983073599,0,11.706697954680294,5,74.2883075843578,237,176,162,59,30,24,35,12
2018-03-20,23.559584777917937,0.767233394159223,0,9.011619953866175,5,72.87257951552444,234,175,162,59,29,23,35,12
2018-03-21,22.65189253379778,0.20588731076659939,0,10.567689134605473,5,74.90474323545762,238,177,163,59,30,24,35,12
2018-03-22,23.669696571672567,0.3216863687013094,0,11.925005183906597,5,73.49659888242549,237,177,161,58,29,23,35,12
2018-03-23,24.093787584604613,0.4654869724396994,0,12.331189790288256,5,74.40542580397307,238,178,163,59,30,24,36,12
2018-03-24,24.791680152763124,0.9431958496934507,0,9.882334291736955,5,74.3762480518525,106,78,72,26,13,10,16,5
2018-03-25,23.932862156325168,0.9317314247538246,0,9.558136550120775,5,75.08644636204949,105,80,72,26,13,11,16,5
2018-03-26,23.92873563564223,0.2068718754222878,0,10.382248467672785,5,74.30265675480362,237,178,163,59,30,24,35,12
2018-03-27,24.224768346531533,0.3582190412430728,0,7.700585054205188,5,74.3026692059855,236,178,163,60,30,24,36,12
2018-03-28,25.07764934346804,0.14939938845377232,0,9.612780977928983,5,76.3689807917898,239,180,164,59,30,24,36,12
2018-03-29,24.93021948117434,0.5099850793134971,1,11.48917279694626,5,75.24545231936364,106,80,73,26,13,10,16,5
2018-03-30,24.648410459595436,0.4605825506946666,1,11.283894258887402,5,74.42019942896982,106,80,74,26,13,11,16,5
2018-03-31,25.318878214956907,0.9007601624507324,0,9.459464791272222,5,74.74337887768603,107,79,73,27,13,11,16,5
2018-04-01,25.261200373516136,0.9300053777910726,0,10.435436402174334,5,76.64512344567551,104,79,72,26,13,10,16,5
2018-04-02,25.848819786237936,0.3835673910072921,0,8.350699319418625,5,74.76275158811735,241,180,165,60,30,24,36,12
2018-04-03,25.166680035657215,0.49173794301898943,0,11.40698429645005,5,74.29938039403154,237,178,163,59,29,24,35,12
2018-04-04,25.508413001196804,0.8962362491461331,0,9.844357127727054,5,74.28699673949944,241,180,166,60,30,24,36,12
2018-04-05,25.632009897310752,0.8067078077450615,0,9.448097096607723,5,74.39880254064524,238,178,164,60,30,24,36,12
2018-04-06,25.25336263387421,0.0036563113446492768,0,9.276552327813226,5,74.32197482142753,240,179,163,60,30,24,36,12
2018-04-07,26.291426076096215,0.3200595641835825,0,9.874212266200283,5,73.59798492916819,107,78,73,26,13,11,16,5
2018-04-08,26.433282207183215,0.4217742419361259,0,9.104244710136083,5,73.70722113473838,106,80,73,27,13,11,16,5
2018-04-09,26.465795506557516,0.22971628368323171,0,11.316286072005127,5,73.948531225475,240,179,165,60,30,24,36,12
2018-04-10,26.507477437371293,0.19957161589593875,0,9.209432903967638,5,75.3085107742616,239,180,164,60,30,24,36,12
2018-04-11,26.07961801205115,0.03778450659567967,0,13.185928192054762,5,74.26746646182289,245,183,167,61,31,24,37,12
2018-04-12,26.74046509205443,0.6433697250697605,0,12.930421006962762,5,74.36600211040552,241,181,166,60,30,24,36,12
2018-04-13,26.943818412930526,0.26251029048316565,0,8.21691302029099,5,75.76043031639215,240,180,164,60,30,24,36,12
2018-04-14,26.879279790048134,0.05234717843131309,0,10.13940853885856,5,75.69527091574761,107,80,74,26,13,11,16,5
2018-04-15,27.365824193005125,0.23097931052806364,0,8.69868675732761,5,74.0208299725888,106,80,73,26,13,11,16,5
2018-04-16,27.81529776834777,0.8019139528361265,0,9.346704873622777,5,73.56758106491819,241,181,165,60,30,24,36,12
2018-04-17,28.72387782056361,0.8514891816465466,0,14.004854935289593,5,73.22233340043019,239,181,165,60,30,24,36,12
2018-04-18,28.03624390772973,0.48306624519330266,0,9.384857165768402,5,74.66072119439065,239,180,165,60,30,24,36,12
2018-04-19,28.246508096928938,0.41607067040868617,0,10.720452074154858,5,73.63731768223886,241,180,163,60,30,24,36,12
2018-04-20,28.24984560030214,0.9778536935017818,0,11.082642588016556,5,73.32254460998149,239,179,164,60,30,24,36,12
2018-04-21,27.49752618570767,0.2005646595880699,0,7.998741255033519,5,72.75536400962297,106,80,72,27,13,11,16,5
2018-04-22,28.61395534114274,0.21535928285460848,0,8.28980905118159,5,72.65236724837439,106,80,73,26,13,11,16,5
2018-04-23,28.828034655976985,0.29186717703639975,0,7.587955257183762,5,73.58815646744273,238,179,164,60,30,24,36,12
2018-04-24,30.200604081768297,0.1727573182810873,0,8.228058532204447,5,71.79182978894006,241,182,166,60,30,24,36,12
2018-04-25,29.044171530234973,0.3793655982041866,0,4.2999397813656355,5,73.93445934527278,240,179,164,60,30,24,36,12
2018-04-26,29.462749403143608,0.9108342269897538,0,11.089164801587255,5,72.23127110854048,240,180,165,60,30,24,36,12
2018-04-27,29.466447442914838,0.6153478406285743,0,14.10838768251214,5,72.43425911386531,244,182,167,61,30,24,36,12
2018-04-28,29.07144486496278,0.41194654861226365,0,10.295641478073055,5,71.05900431023217,107,80,74,26,13,11,16,5
2018-04-29,30.399277845699164,0.9344107945712148,0,7.167462281318786,5,72.18906712749497,105,79,73,27,13,11,16,5
2018-04-30,30.375966516343386,0.04846423247582232,1,8.714447234200104,5,71.67198415664784,106,79,72,27,13,10,16,5
2018-05-01,30.56764953507987,0.21027617790186137,0,9.082246309950007,5,71.74257736887658,238,178,164,59,30,24,36,12
2018-05-02,29.889522388830088,0.565888605101759,0,7.964830445573249,5,73.05026209960968,242,181,166,60,30,24,36,12
2018-05-03,31.21759382770059,0.6155526231931792,0,11.720365276790313,5,71.5357522895359,239,180,164,60,30,24,36,12
2018-05-04,29.987098736627058,0.03955750656261314,0,11.620520088750668,5,70.33656724968078,238,178,162,59,30,24,36,12
2018-05-05,31.1530765342746,0.4030387579071322,0,7.68909641236468,5,70.18681707491936,106,80,73,26,13,11,16,5
2018-05-06,32.126244787379335,0.6491539648308727,0,11.450162088895016,5,71.25398615401151,106,79,72,26,13,11,16,5
2018-05-07,30.706812286428182,0.6980705464034016,0,13.053625327154531,5,71.71214457714133,238,178,164,60,30,24,36,12
2018-05-08,31.089638856331263,0.6381399025162693,0,13.805116410459119,5,70.44391667877467,235,176,161,59,29,23,35,12
2018-05-09,31.59291388918663,0.32056322436092455,0,15.730424046171926,5,70.59328433912016,240,178,165,60,30,24,36,12
2018-05-10,31.461193614756674,0.09352012359790951,0,8.196014701113604,5,70.25098410030458,235,178,162,59,29,24,36,12
2018-05-11,31.106935382899376,0.4271124464193341,0,15.648440852790406,5,70.79116544753353,236,176,162,59,29,24,35,12
2018-05-12,32.08532648608921,0.12875443736805547,0,9.291587222982423,5,67.14762514703753,105,79,73,27,13,10,16,5
2018-05-13,31.688063273178603,0.9476236585206671,0,8.815069089238971,5,69.48388962760474,104,78,72,27,13,11,16,5
2018-05-14,32.62352387537709,0.47517086602262826,0,10.654144749755691,5,69.51428631511845,235,175,162,59,29,23,35,12
2018-05-15,32.09382083404497,0.31725917435686757,0,8.835877331813975,5,66.90021514602662,235,177,161,58,29,23,35,12
2018-05-16,33.49454877784982,0.7663040711189001,0,10.798088281293053,5,67.05625465789262,237,178,163,59,30,24,36,12
2018-05-17,32.49319768263797,0.49794859258226387,0,7.359845624525397,5,66.7888075040513,233,175,161,59,29,23,35,12
2018-05-18,32.88818148846005,0.31003402401245006,0,9.522494795873131,5,66.60324047579705,231,174,160,58,29,23,35,12
2018-05-19,33.619455225608476,0.8119677423908017,0,12.571164468723358,5,66.53761818598987,106,78,73,27,13,11,16,5
2018-05-20,32.75979683772416,0.867152151001122,0,9.885877417137689,5,66.94419941839328,107,79,73,26,13,11,16,5
2018-05-21,33.65049118906578,0.673008166288677,0,10.283191573479765,5,67.24458358139451,236,176,161,59,29,23,35,12
2018-05-22,34.350816806047945,0.046964422407667294,0,10.950517209434622,5,67.13268478868262,231,175,159,58,29,23,35,12
2018-05-23,33.05289244515546,0.5663228801665321,0,12.34132325863532,5,64.88124730372807,233,173,160,58,29,23,35,12
2018-05-24,34.107196821325886,0.7632949119972816,0,6.6895505756211335,5,64.5374120003802,231,174,159,58,29,23,35,12
2018-05-25,34.30187742324738,0.13650301208358218,0,11.16904810367487,5,66.35642342063929,232,174,160,58,29,23,35,12
2018-05-26,34.71866736139297,0.22867075138460335,0,9.463721721516473,5,65.34137524273046,104,79,72,26,13,10,16,5
2018-05-27,33.86381806196507,0.8824951050681364,0,10.333275790623677,5,64.42717153947711,106,79,73,27,13,11,16,5
2018-05-28,33.97527440248637,0.020121721853074037,0,12.119900339524753,5,64.46306823580937,231,173,157,58,29,23,34,11
2018-05-29,35.04830918396633,0.752727137825976,0,7.611626697176312,5,63.60120718166483,225,169,154,56,28,23,34,11
2018-05-30,35.086247838216366,0.4737732925144229,0,7.974711117113821,5,63.79283588709595,225,169,155,56,28,23,34,11
2018-05-31,35.21195586369398,0.44677215883960686,0,6.1291400805723875,5,62.56549307889058,225,169,155,56,28,22,34,11
2018-06-01,35.40738017840399,7.0318930519203615,0,8.901682116472447,5,62.799850270583626,225,169,154,56,28,22,34,11
2018-06-02,35.04003935459375,8.472128206479471,0,12.660864688757632,5,60.64627162734775,106,79,72,26,13,10,16,5
2018-06-03,35.64047998025669,18.02614285920401,0,9.758825623053061,30,61.09120339702116,104,79,72,26,13,10,16,5
2018-06-04,35.813553799560516,18.896956969342774,0,7.3197502086904285,5,60.72065616092112,276,207,190,69,34,28,41,14
2018-06-05,35.45082702552482,11.294410742102155,0,9.028642510849906,5,60.63857957555546,225,170,155,57,28,23,34,11
2018-06-06,36.880154125180006,5.759337084036112,0,7.0242765930187545,5,59.6984952444591,221,166,152,55,28,22,33,11
2018-06-07,36.32168516160716,5.590877505392291,0,7.749627796537677,5,59.700355344567456,220,165,151,55,28,22,33,11
2018-06-08,35.624815735807346,13.609247991035156,0,10.777637820527426,30,58.32534285401355,224,168,153,56,28,22,34,11
2018-06-09,36.68259981321869,10.893426633397684,0,7.652253347387942,30,59.99139960649402,154,116,106,38,19,15,23,8
2018-06-10,35.99895477523615,5.429786413664818,0,92.2252686104066,5,58.96032974933279,153,115,106,38,19,15,23,8
2018-06-11,37.00988848429401,13.74878588468835,0,89.85775941833933,5,56.935100208992324,219,166,151,55,27,22,33,11
2018-06-12,37.32373397783316,5.169538048835337,0,10.17118940788905,5,57.40038214506659,219,164,150,55,27,22,33,11
2018-06-13,36.46018651306081,16.810579372239097,0,9.443254064784211,5,58.16427745095784,219,164,151,55,27,22,33,11
2018-06-14,37.476271335138634,9.596492340550574,0,11.545695677087446,5,56.874798535451475,216,163,149,55,27,22,33,11
2018-06-15,37.32295668628599,5.603870045138482,0,11.566319775554021,5,56.3088254198423,218,165,149,54,27,22,32,11
2018-06-16,37.64747046295637,13.825283314747299,1,10.670108703824344,30,56.5170446411921,103,77,71,26,13,10,16,5
2018-06-17,38.30256672096683,10.96526621649582,0,11.129578211815296,30,56.51915204720161,205,152,139,51,25,20,31,10
2018-06-18,37.34702681896412,19.60700620035724,0,9.575820660159149,5,54.32128929872614,314,234,216,78,39,31,47,16
2018-06-19,37.20619000260688,13.162979937555534,0,11.084406013818096,5,55.888151367212785,211,159,146,53,27,21,32,11
2018-06-20,37.24939105402662,9.128587715555124,0,89.32424444905239,5,54.116528963232035,211,158,145,53,26,21,32,11
2018-06-21,37.395053368225035,15.64158296950962,0,10.004463244324803,5,54.47623667488926,211,158,145,53,26,21,32,11
2018-06-22,37.87090571286072,9.07238003814067,0,9.450712501267406,5,54.03475518277142,206,156,144,52,26,21,31,10
2018-06-23,38.184186869155084,18.563649371113478,0,9.085562921361609,30,53.1179138047571,102,78,71,26,13,10,16,5
2018-06-24,38.253735989738615,10.620829557610646,0,8.62177640455642,30,52.19504469018382,154,115,105,38,19,15,23,8
2018-06-25,38.628357157542155,13.24802844164308,0,90.93538020771777,5,52.50578862995011,257,192,175,64,32,26,38,13
2018-06-26,38.318207209597034,5.758596557363433,0,12.621211825626926,5,53.98874905450517,207,155,141,51,26,21,31,10
2018-06-27,39.13295109492344,11.391818569283462,0,12.342203943339118,5,50.57298695037294,258,194,178,64,32,26,39,13
2018-06-28,38.365842498656306,17.485453094914924,0,87.48686932810912,5,53.1976449532497,205,155,140,51,26,20,31,10
2018-06-29,39.947724166052836,17.08473208045013,0,12.578406102813746,30,50.81583465403673,206,154,140,51,26,20,31,10
2018-06-30,38.98739722117847,8.364778382802893,0,89.36368299676414,5,50.68083242276697,155,115,106,38,19,15,23,8
2018-07-01,38.33033827323429,8.39118606515844,0,11.201466030291183,5,49.12846411083249,102,77,71,26,13,10,15,5
2018-07-02,38.30522885040308,17.259579683198552,0,8.187569335905579,5,49.013555661105315,249,187,172,63,31,25,38,13
2018-07-03,39.161049672217075,18.95597630253988,0,10.28395982774801,5,48.85162934428367,202,152,139,51,26,20,30,10
2018-07-04,38.88457730385951,6.430413819095053,0,10.627446365793814,5,47.878749204008834,201,150,138,50,25,20,30,10
2018-07-05,39.4271383750724,11.750879591393378,0,87.0307904161607,5,48.28575010848431,251,188,173,63,31,25,38,13
2018-07-06,39.37789869414011,10.061814184463435,0,91.21653433268838,30,47.65832212735665,200,150,137,50,25,20,30,10
2018-07-07,39.17329842083791,18.060326831861587,0,12.691870015676631,30,49.487362397005754,201,152,139,51,25,20,31,10
2018-07-08,38.85201997675776,6.252873720200282,0,9.650704108636743,5,46.04255063627718,151,113,104,38,19,15,23,8
2018-07-09,38.58094867588632,8.16688913837056,0,92.72033626165603,5,46.88398608043407,196,148,136,49,24,20,30,10
2018-07-10,39.175303103385446,16.287025063797415,0,89.62061301309518,5,46.60286635890496,200,149,138,50,25,20,30,10
2018-07-11,39.88416327143316,5.769407734718234,0,11.699169062093235,5,44.85950412788525,193,144,132,48,24,19,29,10
2018-07-12,39.61761203501664,12.38803071071434,0,5.562860068097801,5,46.19266285231379,247,186,170,62,31,25,37,12
2018-07-13,38.939478876563065,11.6316055201958,0,14.837555558626928,30,44.68485074227896,243,184,169,61,31,24,36,12
2018-07-14,39.6978883016486,10.01601768483123,0,92.99091649048592,30,42.16958746242204,153,114,104,38,19,15,23,8
2018-07-15,39.85005806641296,10.918584729783856,0,9.430748991492642,30,44.90220785633927,152,113,104,37,19,15,23,8
2018-07-16,39.2587105004145,12.949108803953493,0,6.0558219467123635,5,42.707504603874256,290,217,199,73,36,29,43,14
2018-07-17,39.817867104696965,7.420510375825747,0,90.57605673661098,5,42.36058773566072,239,179,165,60,30,24,36,12
2018-07-18,39.80758777427957,13.579938174253892,0,7.112148905852486,5,43.682135202912,185,140,129,47,23,19,28,9
2018-07-19,39.241579553800776,17.081484939499795,0,10.889707075114977,5,42.2350180357443,188,141,130,47,23,19,28,9
2018-07-20,40.023631847695064,16.402413946852384,0,10.823131438328565,30,43.09009612715583,186,141,130,47,23,19,28,9
2018-07-21,40.15388668712398,7.308498570406606,0,8.11719366199595,5,42.97495403975206,202,151,138,51,25,20,30,10
2018-07-22,40.44085057246117,7.238742046122109,0,12.241934047228755,5,40.714763722909375,104,75,69,25,13,10,15,5
2018-07-23,40.44912312019677,9.0226155161737,0,11.611149405612347,5,41.75041922771085,186,139,128,46,23,18,28,9
2018-07-24,39.253344384960975,10.416120895115558,0,11.951646674577127,5,39.80184006850801,237,176,162,58,29,24,35,12
2018-07-25,39.49027744151423,11.12683372112724,0,10.017715407337791,5,42.393359000720515,182,136,125,46,23,18,27,9
2018-07-26,40.23076736468588,15.19545825250018,0,87.16895186617259,5,39.07314402507826,184,139,126,46,23,18,27,9
2018-07-27,40.241247187011744,5.850206482487531,0,91.95574454442227,5,40.40107894172116,181,136,125,45,23,18,27,9
2018-07-28,40.25002395554986,5.520090563390996,0,9.459257201728418,5,39.8308204171192,102,75,69,25,12,10,15,5
2018-07-29,41.92405076512627,10.878658444158635,0,7.220439713614661,30,38.91842048439746,102,77,69,25,12,10,15,5
2018-07-30,40.28535265270848,15.457455382069707,0,12.704078731948652,5,37.550469146736724,227,171,156,57,28,23,34,11
2018-07-31,40.566949406637676,7.901530144347238,0,14.19881504100502,5,37.691784830341334,177,133,121,44,22,18,26,9
2018-08-01,40.472463688620174,14.622567218843775,0,9.917503742041594,5,35.31536655091106,178,136,123,45,23,18,27,9
2018-08-02,40.31449278150323,8.897422069104492,0,94.31824230920658,5,37.322860262985934,227,170,154,56,28,23,34,11
2018-08-03,39.82153698633375,18.291291632202743,0,10.1826294572227,30,37.08136412698006,229,170,158,57,29,23,34,11
2018-08-04,40.346073627788336,18.43534916399925,0,9.239088191667298,30,36.502488455545105,151,113,104,37,19,15,23,8
2018-08-05,39.56464050373819,9.459308064219897,0,8.739083091629045,5,33.03696226845304,150,112,103,38,19,15,22,7
2018-08-06,39.814159189304135,8.449906309448608,0,93.27416481598549,5,34.390056857302085,176,132,120,44,22,18,26,9
2018-08-07,39.66845886601999,11.169559580993468,0,8.439712237224457,5,34.5572777098395,172,128,116,43,21,17,25,9
2018-08-08,39.92771297201657,8.607973777702231,0,11.470538619949975,5,35.25105735256598,177,132,121,44,22,18,27,9
2018-08-09,41.016810782975064,15.085757649375555,0,8.881672329881583,5,34.90722390655979,220,165,152,55,28,22,33,11
2018-08-10,38.895632923503946,17.390970268224283,0,89.07938647485128,30,34.110705843132955,173,129,119,43,22,17,26,9
2018-08-11,40.139267011642154,15.096381963668255,0,92.06049938793913,30,34.583877705689865,151,112,103,37,19,15,22,7
2018-08-12,38.95374757072886,17.36525670874024,0,9.239926307421293,30,32.594848694469974,150,113,103,37,19,15,22,8
2018-08-13,39.4852160333959,10.954882433112111,0,9.190409241159413,5,33.90863840035566,266,200,184,67,33,27,40,13
2018-08-14,40.22385312872432,7.3447545606329125,0,12.265609394349614,5,33.45540686791449,167,126,115,42,21,17,25,8
2018-08-15,39.66684549518922,16.06926421096388,1,13.194794586443246,5,33.04552406066348,99,74,69,25,12,10,15,5
2018-08-16,39.04830578090831,10.407117577123309,0,91.28937960656846,5,32.17836931623491,167,125,114,42,21,17,25,8
2018-08-17,39.179158111674475,15.069062378436987,0,88.6904604487521,30,33.88882098293222,216,162,148,54,27,22,32,11
2018-08-18,39.82341467458905,9.059659129726485,0,88.97878300140484,5,32.25425683632769,199,149,136,50,25,20,30,10
2018-08-19,39.06242811804564,6.21844452210009,0,90.15983052748007,5,30.50111386553155,99,73,67,25,12,10,15,5
